S. No,Critical Sector Entity Name,Corresponding CSE Domain Name,Identified Phishing/Suspected Domain Name,Phishing/Suspected Domains (i.e. Class Label),Evidence file name,Source of detection,Simulated_URL,Levenshtein_Ratio,Length_Difference,Domain_Age_Days,URL_Length,Num_Slashes,Num_Underscores,Num_Question_Marks,Num_Equal_Signs,Special_Chars_Count,Path_Length,Has_Query,Num_Subdomains,Domain_Length,Num_Dots,Num_Hyphens,Label
518,ICICI Bank,icicibank.com,icici-paypoint.top,Phishing,icici-paypoint.top.pdf,,https://icici-paypoint.top,0.6086956521739131,5.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,1.0,2
519,ICICI Bank,icicibank.com,icici-paypoints.cfd,Phishing,icici-paypoints.cfd.pdf,,https://icici-paypoints.cfd,0.5833333333333334,6.0,11.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,1.0,2
520,ICICI Bank,icicibank.com,icici-paypoints.sbs,Phishing,icici-paypoints.sbs.pdf,,https://icici-paypoints.sbs,0.5833333333333334,6.0,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,1.0,2
521,ICICI Bank,icicibank.com,icici-paylink.cfd,Phishing,icici-paylink.cfd.pdf,,https://icici-paylink.cfd,0.7272727272727273,4.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0,2
522,ICICI Bank,icicibank.com,icici-paylink.xyz,Phishing,icici-paylink.xyz.pdf,,https://icici-paylink.xyz,0.7272727272727273,4.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0,2
523,ICICI Bank,icicibank.com,imobileservices.online,Phishing,imobileservices.online.pdf,,https://imobileservices.online,0.16666666666666666,6.0,12.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,2
524,ICICI Bank,icicibank.com,country1.icicibank.adobecqms.net,Phishing,country1.icicibank.adobecqms.net.pdf,,https://country1.icicibank.adobecqms.net,0.23529411764705882,1.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0,3.0,0.0,2
525,ICICI Bank,icicibank.com,icicibahnk.com,Suspected,,,https://icicibahnk.com,0.9473684210526315,1.0,12.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
526,ICICI Bank,icicibank.com,icicibajnk.com,Suspected,,,https://icicibajnk.com,0.9473684210526315,1.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
527,ICICI Bank,icicibank.com,icicibanc.com,Suspected,,,https://icicibanc.com,0.8888888888888888,0.0,11.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1
528,ICICI Bank,icicibank.com,icicibasnk.com,Suspected,,,https://icicibasnk.com,0.9473684210526315,1.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
529,ICICI Bank,icicibank.com,icicibamnk.com,Suspected,,,https://icicibamnk.com,0.9473684210526315,1.0,11.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
530,ICICI Bank,icicibank.com,iciciappstore.in,Suspected,,,https://iciciappstore.in,0.5454545454545454,4.0,10.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1
531,ICICI Bank,icicibank.com,icicicardapp.co.in,Suspected,,,https://icicicardapp.co.in,0.5714285714285714,3.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,2.0,0.0,1
532,ICICI Bank,icicidirect.com,icicidirectfin.in,Suspected,,,https://icicidirectfin.in,0.88,3.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1
533,ICICI Bank,icicibank.com,icicifin.in,Suspected,,,https://icicifin.in,0.7058823529411765,1.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,1
534,ICICI Bank,icicibank.com,icicibank.tech,Suspected,,,https://icicibank.tech,1.0,0.0,13.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
535,ICICI Bank,icicibank.com,iciciinfor.website,Suspected,,,https://iciciinfor.website,0.631578947368421,1.0,7.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,1
536,ICICI Bank,icicibank.com,icicicoins.sbs,Suspected,,,https://icicicoins.sbs,0.631578947368421,1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
537,ICICI Bank,icicibank.com,icici-game.in,Suspected,,,https://icici-game.in,0.631578947368421,1.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1
538,ICICI Bank,icicibank.com,icicichest.in,Suspected,,,https://icicichest.in,0.5263157894736842,1.0,10.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1
539,ICICI Bank,icicibank.com,icicicarloans.in,Suspected,,,https://icicicarloans.in,0.6363636363636364,4.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1
540,ICICI Bank,icicibank.com,icici-paylink.sbs,Suspected,,,https://icici-paylink.sbs,0.7272727272727273,4.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0,1
541,ICICI Bank,icicibank.com,icicib.co.in,Suspected,,,https://icicib.co.in,0.8,3.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,2.0,0.0,1
542,ICICI Bank,icicibank.com,iciciback.top,Suspected,,,https://iciciback.top,0.8888888888888888,0.0,12.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1
543,ICICI Bank,icicibank.com,icicibank.online,Suspected,,,https://icicibank.online,1.0,0.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1
544,ICICI Bank,icicibank.com,icicibank.website,Suspected,,,https://icicibank.website,1.0,0.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1
545,ICICI Bank,icicibank.com,icicibazk.top,Suspected,,,https://icicibazk.top,0.8888888888888888,0.0,10.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1
546,ICICI Bank,icicibank.com,icicibxek.shop,Suspected,,,https://icicibxek.shop,0.7777777777777778,0.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
547,ICICI Bank,icicibank.com,icicibxsak.shop,Suspected,,,https://icicibxsak.shop,0.8421052631578947,1.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1
548,ICICI Bank,icicibank.com,icicibxsek.shop,Suspected,,,https://icicibxsek.shop,0.7368421052631579,1.0,9.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1
549,ICICI Bank,icicibank.com,icicibxsrk.shop,Suspected,,,https://icicibxsrk.shop,0.7368421052631579,1.0,11.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1
550,ICICI Bank,icicibank.com,iciciibank.top,Suspected,,,https://iciciibank.top,0.9473684210526315,1.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
551,ICICI Bank,icicibank.com,icici.homes,Suspected,,,https://icici.homes,0.7142857142857143,4.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,1
552,ICICI Bank,icicibank.com,icicibankcareer.xyz,Suspected,,,https://icicibankcareer.xyz,0.75,6.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,1
553,ICICI Bank,icicibank.com,icicibankpersonalloan.xyz,Suspected,,,https://icicibankpersonalloan.xyz,0.6,12.0,10.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,1
554,ICICI Bank,icicibank.com,points-icici.cfd,Suspected,,,https://points-icici.cfd,0.47619047619047616,3.0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,1
555,ICICI Bank,icicibank.com,points-icici.click,Suspected,,,https://points-icici.click,0.47619047619047616,3.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,1.0,1
556,ICICI Bank,icicibank.com,points-icici.top,Suspected,,,https://points-icici.top,0.47619047619047616,3.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,1
557,ICICI Bank,icicibank.com,points-icici.xyz,Suspected,,,https://points-icici.xyz,0.47619047619047616,3.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,1
558,ICICI Bank,icicibank.com,icici.xyz,Suspected,,,https://icici.xyz,0.7142857142857143,4.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,1
559,ICICI Bank,icicibank.com,icicimua520.xyz,Suspected,,,https://icicimua520.xyz,0.6,2.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1
560,ICICI Bank,icicibank.com,imobile.services,Suspected,,,https://imobile.services,0.25,2.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1
561,ICICI bank,icicibank.com,icicilbank.vip,Suspected,,,https://icicilbank.vip,0.9473684210526315,1.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
562,ICICI bank,icicibank.com,icicillbank.vip,Suspected,,,https://icicillbank.vip,0.9,2.0,5.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1
563,ICICI Bank,icicibank.com,iciciibank.vip,Suspected,,,https://iciciibank.vip,0.9473684210526315,1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
564,ICICI Bank,icicibank.com,icicibanka.sbs,Suspected,,,https://icicibanka.sbs,0.9473684210526315,1.0,13.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
565,ICICI Bank,icicibank.com,icicirewardspro.in,Phishing,,,https://icicirewardspro.in,0.5,6.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,2
566,ICICI Bank,icicibank.com,icicibak.com,Phishing,,,https://icicibak.com,0.9411764705882353,1.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,2
567,ICICI Bank,icicibank.com,icicirewardstore.in,Suspected,,,https://icicirewardstore.in,0.48,7.0,9.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,1
568,ICICI Bank,icicibank.com,icicipruamc.co.in,Suspected,,,https://icicipruamc.co.in,0.6,2.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,2.0,0.0,1
569,ICICI Bank,icicibank.com,icicicreditcards.in,Suspected,,,https://icicicreditcards.in,0.48,7.0,14.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,1
570,ICICI Bank,icicibank.com,mycardicici.in,Suspected,,,https://mycardicici.in,0.5,2.0,13.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
571,ICICI Bank,icicibank.com,icicipruamc.in,Suspected,,,https://icicipruamc.in,0.6,2.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
572,ICICI Bank,icicibank.com,icicicard.xyz,Suspected,,,https://icicicard.xyz,0.6666666666666666,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1
573,ICICI Bank,icicibank.com,iciciapp.in,Suspected,,,https://iciciapp.in,0.7058823529411765,1.0,12.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,1
574,ICICI Bank,icicibank.com,mycardicici.co.in,Suspected,,,https://mycardicici.co.in,0.5,2.0,12.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,2.0,0.0,1
575,ICICI Bank,icicibank.com,icici-bank.org.in,Suspected,,,https://icici-bank.org.in,0.9473684210526315,1.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,2.0,1.0,1
576,ICICI Bank,icicibank.com,icicibankstatement.co.in,Suspected,,,https://icicibankstatement.co.in,0.6666666666666666,9.0,12.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,2.0,0.0,1
577,ICICI Bank,icicibank.com,iciciapp.co.in,Suspected,,,https://iciciapp.co.in,0.7058823529411765,1.0,13.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,2.0,0.0,1
578,ICICI Bank,icicibank.com,iciciicard.in,Suspected,,,https://iciciicard.in,0.631578947368421,1.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1
579,ICICI Bank,icicibank.com,cardiciciapply.co.in,Suspected,,,https://cardiciciapply.co.in,0.5217391304347826,5.0,4.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,2.0,0.0,1
580,ICICI Bank,icicibank.com,icicibankcarrers.in,Suspected,,,https://icicibankcarrers.in,0.72,7.0,8.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,1
581,ICICI Bank,icicibank.com,icicimyrewards.net,Suspected,,,https://icicimyrewards.net,0.5217391304347826,5.0,12.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,1
582,ICICI Bank,icicibank.com,icicisavingsreward.net ,Suspected,,,https://icicisavingsreward.net ,0.5185185185185185,9.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,1
583,ICICI Bank,icicibank.com,icicibank.auction,Suspected,,,https://icicibank.auction,1.0,0.0,8.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1
584,ICICI Bank,icicibank.com,icicibank.boutique,Suspected,,,https://icicibank.boutique,1.0,0.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,1
585,ICICI Bank,icicibank.com,icicibank.buzz,Suspected,,,https://icicibank.buzz,1.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
586,ICICI Bank,icicibank.com,icici.direct,Suspected,,,https://icici.direct,0.7142857142857143,4.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1
587,ICICI Bank,icicibank.com,icicibank.chat,Suspected,,,https://icicibank.chat,1.0,0.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
588,ICICI Bank,icicibank.com,icicibank.florist,Suspected,,,https://icicibank.florist,1.0,0.0,12.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1
589,ICICI Bank,icicibank.com,infoicicibank.xyz,Suspected,,,https://infoicicibank.xyz,0.8181818181818182,4.0,14.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1
590,ICICI Bank,icicibank.com,icicidemafinance.in,Suspected,,,https://icicidemafinance.in,0.56,7.0,7.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,1
591,ICICI Bank,icicibank.com,icicico.in,Suspected,,,https://icicico.in,0.625,2.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1
592,ICICI Bank,icicibank.com,icicidemat.co.in,Suspected,,,https://icicidemat.co.in,0.631578947368421,1.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,2.0,0.0,1
593,ICICI Bank,icicibank.com,icici-demat-168169687.click,Suspected,,,https://icici-demat-168169687.click,0.4,12.0,13.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,2.0,1
594,ICICI Bank,icicibank.com,theicici.co.in,Suspected,,,https://theicici.co.in,0.5882352941176471,1.0,12.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,2.0,0.0,1
595,ICICI Bank,icicibank.com,icicibank.bingo,Suspected,,,https://icicibank.bingo,1.0,0.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1
596,ICICI Bank,icicibank.com,icicibank.bond,Suspected,,,https://icicibank.bond,1.0,0.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
597,ICICI Bank,icicibank.com,icicibank.college,Suspected,,,https://icicibank.college,1.0,0.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1
598,ICICI Bank,icicibank.com,icicibank.download,Suspected,,,https://icicibank.download,1.0,0.0,12.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,1
599,ICICI Bank,icicibank.com,icicibank.engineer,Suspected,,,https://icicibank.engineer,1.0,0.0,13.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,1
600,ICICI Bank,icicibank.com,icicibank.events,Suspected,,,https://icicibank.events,1.0,0.0,10.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1
601,ICICI Bank,icicibank.com,icicibank.football,Suspected,,,https://icicibank.football,1.0,0.0,15.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,1
602,ICICI Bank,icicibank.com,icicibank.furniture,Suspected,,,https://icicibank.furniture,1.0,0.0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,1
603,ICICI Bank,icicibank.com,icicibank.gifts,Suspected,,,https://icicibank.gifts,1.0,0.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1
604,ICICI Bank,icicibank.com,icicibank.global,Suspected,,,https://icicibank.global,1.0,0.0,13.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1
605,ICICI Bank,icicibank.com,icicibank.golf,Suspected,,,https://icicibank.golf,1.0,0.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
606,ICICI Bank,icicibank.com,icicibank.group,Suspected,,,https://icicibank.group,1.0,0.0,10.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1
607,ICICI Bank,icicibank.com,icicibank.hockey,Suspected,,,https://icicibank.hockey,1.0,0.0,14.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1
608,ICICI Bank,icicibank.com,icicibank.homes,Suspected,,,https://icicibank.homes,1.0,0.0,9.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1
609,ICICI Bank,icicibank.com,icicibank.industries,Suspected,,,https://icicibank.industries,1.0,0.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,1
610,ICICI Bank,icicibank.com,icicibank.institute,Suspected,,,https://icicibank.institute,1.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,1
611,ICICI Bank,icicibank.com,icicibank.kaufen,Suspected,,,https://icicibank.kaufen,1.0,0.0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1
612,ICICI Bank,icicibank.com,icicibank.mba,Suspected,,,https://icicibank.mba,1.0,0.0,8.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1
613,ICICI Bank,icicibank.com,icicibank.plumbing,Suspected,,,https://icicibank.plumbing,1.0,0.0,7.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,1
614,ICICI Bank,icicibank.com,icicibank.sbs,Suspected,,,https://icicibank.sbs,1.0,0.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1
615,ICICI Bank,icicibank.com,icicibank.singles,Suspected,,,https://icicibank.singles,1.0,0.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1
616,ICICI Bank,icicibank.com,icicibank.media,Suspected,,,https://icicibank.media,1.0,0.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1
617,ICICI Bank,icicibank.com,icicibank.men,Suspected,,,https://icicibank.men,1.0,0.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1
618,ICICI Bank,icicibank.com,icicibank.rentals,Suspected,,,https://icicibank.rentals,1.0,0.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1
619,ICICI Bank,icicibank.com,icicibank.run,Suspected,,,https://icicibank.run,1.0,0.0,8.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1
620,ICICI Bank,icicibank.com,icicibank.sale,Suspected,,,https://icicibank.sale,1.0,0.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
621,ICICI Bank,icicibank.com,icicibank.solar,Suspected,,,https://icicibank.solar,1.0,0.0,12.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1
622,ICICI Bank,icicibank.com,icicibank.studio,Suspected,,,https://icicibank.studio,1.0,0.0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1
623,ICICI Bank,icicibank.com,icicibank.taxi,Suspected,,,https://icicibank.taxi,1.0,0.0,13.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
624,ICICI Bank,icicibank.com,icicibank.team,Suspected,,,https://icicibank.team,1.0,0.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
625,ICICI Bank,icicibank.com,icicibank.tools,Suspected,,,https://icicibank.tools,1.0,0.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1
626,ICICI Bank,icicibank.com,icicibank.vin,Suspected,,,https://icicibank.vin,1.0,0.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1
627,ICICI Bank,icicibank.com,icicibank.voyage,Suspected,,,https://icicibank.voyage,1.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1
628,ICICI Bank,icicibank.com,icicibank.works,Suspected,,,https://icicibank.works,1.0,0.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1
629,ICICI Bank,icicibank.com,icicibank.zone,Suspected,,,https://icicibank.zone,1.0,0.0,14.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
630,ICICI Bank,icicibank.com,icicibamk.com,Suspected,,,https://icicibamk.com,0.8888888888888888,0.0,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1
631,ICICI Bank,icicibank.com,icici.today,Suspected,,,https://icici.today,0.7142857142857143,4.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,1
632,ICICI Bank,icicibank.com,icicbank.com,Suspected,,,https://icicbank.com,0.9411764705882353,1.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1
633,ICICI Bank,icicibank.com,icicibanj.com,Suspected,,,https://icicibanj.com,0.8888888888888888,0.0,8.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1
634,ICICI Bank,icicibank.com,icicibank.live,Suspected,,,https://icicibank.live,1.0,0.0,14.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
635,ICICI Bank,icicibank.com,icicibannk.com,Suspected,,,https://icicibannk.com,0.9473684210526315,1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
636,ICICI Bank,icicibank.com,icicipank.com,Suspected,,,https://icicipank.com,0.8888888888888888,0.0,12.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1
637,ICICI Bank,icicibank.com,iicicibank.com,Suspected,,,https://iicicibank.com,0.9473684210526315,1.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
638,ICICI Bank,icicibank.com,icicibank.poker,Suspected,,,https://icicibank.poker,1.0,0.0,9.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1
639,ICICI Bank,icicibank.com,icici.cash,Suspected,,,https://icici.cash,0.7142857142857143,4.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1
640,ICICI Bank,icicibank.com,icicidirect.shop,Suspected,,,https://icicidirect.shop,0.5,2.0,10.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1
641,ICICI Bank,icicibank.com,icicidirect.website,Suspected,,,https://icicidirect.website,0.5,2.0,9.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,1
642,ICICI Bank,icicibank.com,iciciamc.in,Suspected,,,https://iciciamc.in,0.7058823529411765,1.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,1
643,ICICI Bank,icicibank.com,iciciloan.ltd,Suspected,,,https://iciciloan.ltd,0.7777777777777778,0.0,11.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1
